N,P,K,temperature,humidity,ph,rainfall,label
6.27,118.49,195.6,18.36,93.94,5.96,80.24,grapes
15.63,137.23,189.83,14.92,84.12,6.74,50.19,grapes
11.3,113.57,192.91,15.74,92.77,6.41,79.86,grapes
5.29,120.78,198.02,8.14,88.35,6.49,70.72,grapes
14.73,122.85,182.67,9.4,88.95,5.91,52.79,grapes
8.59,122.17,193.15,16.65,89.66,6.0,76.42,grapes
12.97,125.5,202.14,8.14,90.45,6.06,82.99,grapes
16.36,123.51,190.09,10.44,85.11,6.21,60.36,grapes
10.3,106.61,219.11,9.3,93.98,6.87,68.39,grapes
14.5,117.44,205.2,12.09,84.52,6.37,67.43,grapes
11.59,111.47,194.68,9.01,80.78,5.88,52.6,grapes
2.08,132.52,181.55,15.91,84.09,6.81,66.97,grapes
6.11,120.71,195.28,14.77,81.72,7.0,64.89,grapes
6.96,128.41,194.56,18.0,86.81,6.58,53.76,grapes
16.92,129.43,188.47,9.74,84.74,6.96,58.99,grapes
9.12,101.2,195.89,14.86,94.3,6.28,78.67,grapes
10.94,101.63,192.6,14.91,94.26,6.79,57.99,grapes
4.4,108.05,216.9,18.23,91.62,6.09,67.65,grapes
9.29,110.14,200.2,8.37,81.98,6.83,76.31,grapes
8.46,120.69,194.8,16.89,91.76,6.64,75.29,grapes
4.09,113.52,198.79,11.97,91.32,5.99,54.84,grapes
7.98,139.2,189.04,15.35,86.49,5.61,67.08,grapes
14.04,120.53,214.88,11.47,81.29,6.9,63.24,grapes
103.06,17.92,51.49,29.73,86.35,6.29,44.34,watermelon
112.45,12.23,59.35,31.55,90.28,6.54,53.83,watermelon
93.04,14.76,57.06,31.89,94.38,6.86,66.67,watermelon
98.71,16.57,62.9,27.14,94.62,6.42,58.03,watermelon
108.39,19.51,49.89,29.97,90.21,6.27,63.3,watermelon
102.09,16.61,51.46,27.85,91.17,6.4,45.95,watermelon
118.47,15.11,59.68,27.29,88.55,6.41,52.28,watermelon
101.77,15.43,54.94,25.08,89.96,6.17,43.78,watermelon
117.31,16.05,58.19,27.21,94.09,6.64,63.08,watermelon
94.74,19.6,61.41,30.83,86.72,6.27,48.57,watermelon
90.84,18.55,45.64,24.61,87.74,6.2,46.96,watermelon
111.92,15.63,45.12,27.43,89.08,6.11,60.28,watermelon
108.08,17.21,59.57,24.0,94.54,6.81,67.12,watermelon
80.63,19.34,61.2,30.7,85.93,6.74,68.8,watermelon
107.14,15.71,63.91,27.54,90.99,6.48,67.99,watermelon
83.04,15.01,58.74,30.34,90.83,6.91,68.26,watermelon
82.57,14.02,45.47,26.64,90.37,6.91,65.4,watermelon
85.1,10.93,56.79,28.26,87.66,6.9,67.82,watermelon
96.1,18.9,52.68,29.89,89.76,6.12,67.84,watermelon
98.16,17.34,52.34,24.15,86.01,6.5,60.7,watermelon
93.39,16.95,58.97,29.63,89.93,6.91,54.68,watermelon
98.01,11.99,51.15,24.34,91.34,6.25,49.12,watermelon
110.83,13.27,49.84,25.35,92.75,6.13,53.61,watermelon
100.28,16.87,57.67,30.49,85.45,6.3,48.4,watermelon
85.84,12.89,51.2,28.18,91.64,6.38,61.58,watermelon
93.45,12.9,55.82,24.19,85.8,6.42,68.29,watermelon
108.86,10.88,61.93,29.86,91.11,6.82,52.12,watermelon
88.86,15.12,55.98,28.31,90.65,6.95,67.07,watermelon
115.03,18.01,63.87,24.79,87.65,6.5,65.4,watermelon
100.21,17.48,47.78,26.02,92.32,6.16,50.54,watermelon
90.59,13.5,59.17,26.94,90.55,6.1,64.15,watermelon
94.8,16.49,59.51,25.68,93.85,6.62,52.86,watermelon
87.29,19.42,60.1,25.66,88.38,6.81,60.87,watermelon
110.63,14.41,59.33,27.09,87.11,6.63,69.28,watermelon
92.42,14.61,58.48,28.33,93.43,6.76,41.75,watermelon
119.94,17.52,62.28,29.21,93.56,6.11,50.43,watermelon
115.06,12.02,46.56,30.3,93.35,6.16,65.63,watermelon
107.47,15.2,61.61,27.35,86.94,6.28,55.15,watermelon
101.25,18.06,60.83,28.65,92.81,6.19,41.5,watermelon
114.95,10.76,49.93,29.56,89.09,6.88,48.94,watermelon
80.47,13.01,56.56,27.01,90.35,6.88,67.37,watermelon
90.64,14.62,55.98,31.59,94.99,6.24,61.81,watermelon
95.12,10.08,45.19,27.68,89.88,6.02,60.61,watermelon
91.76,15.6,51.02,25.34,89.07,6.23,56.04,watermelon
87.95,15.08,48.15,29.37,92.54,6.11,54.03,watermelon
82.83,15.98,50.29,28.22,90.17,6.92,56.47,watermelon
103.32,14.02,63.98,30.22,87.85,6.84,52.97,watermelon
113.15,18.23,48.78,29.61,87.91,6.3,48.89,watermelon
109.02,12.3,45.02,29.72,86.71,6.1,47.13,watermelon
95.2,14.76,45.89,31.76,92.16,6.32,49.56,watermelon
97.94,16.26,47.93,25.51,93.59,6.26,51.41,watermelon
114.85,16.63,51.83,29.47,85.2,6.74,54.61,watermelon
112.53,19.55,63.52,31.27,90.12,6.36,53.95,watermelon
107.6,18.84,49.14,31.35,93.15,6.98,66.41,watermelon
91.2,11.06,47.24,26.33,91.14,6.8,66.98,watermelon
104.95,10.06,48.73,24.8,88.63,6.5,41.3,watermelon
93.94,11.79,57.94,27.71,89.95,6.43,68.68,watermelon
88.59,15.17,59.72,28.45,94.29,6.38,53.91,watermelon
83.54,16.09,50.76,25.28,90.45,6.53,42.28,watermelon
107.93,16.24,48.78,27.76,92.2,6.53,51.86,watermelon
92.89,16.1,63.78,29.37,85.75,6.46,66.72,watermelon
83.78,19.89,63.98,24.63,94.33,6.36,65.34,watermelon
96.74,14.41,57.68,30.2,85.34,6.59,45.6,watermelon
93.84,13.48,54.38,26.67,86.07,6.15,41.0,watermelon
98.81,19.54,47.31,31.57,92.33,6.64,59.36,watermelon
113.07,11.07,55.1,29.58,90.87,6.83,42.17,watermelon
107.63,15.34,52.58,26.72,91.21,6.89,54.89,watermelon
112.99,14.02,47.05,24.49,85.51,6.38,50.12,watermelon
108.72,17.43,46.02,25.77,87.74,6.55,44.34,watermelon
85.36,19.44,61.08,25.45,89.07,6.36,63.73,watermelon
100.41,11.28,59.78,27.18,87.63,6.38,54.93,watermelon
93.72,12.42,52.97,24.15,92.72,6.17,41.32,watermelon
106.15,17.74,61.28,27.95,87.05,6.74,60.99,watermelon
89.85,19.03,47.09,31.86,93.6,6.69,68.16,watermelon
108.89,11.9,53.84,24.57,88.9,6.74,51.59,watermelon
93.21,15.95,62.44,24.38,88.85,6.16,60.86,watermelon
84.23,16.65,50.72,25.59,94.36,6.02,53.13,watermelon
80.87,14.84,55.02,26.57,86.32,6.38,60.17,watermelon
111.3,15.31,56.8,25.6,87.87,6.16,47.48,watermelon
89.0,15.19,56.25,31.56,86.96,6.64,64.52,watermelon
102.41,12.55,50.25,24.31,88.05,6.74,41.43,watermelon
88.77,17.06,60.65,27.64,91.98,6.39,44.8,watermelon
95.93,15.8,63.96,24.55,90.07,6.33,55.25,watermelon
80.96,13.13,61.4,28.43,89.51,6.29,48.94,watermelon
95.32,18.36,64.34,27.51,88.93,6.85,52.81,watermelon
102.08,12.31,59.87,28.26,93.09,6.78,46.45,watermelon
108.63,18.0,51.92,25.38,85.03,6.45,50.57,watermelon
102.2,11.88,62.19,26.06,87.26,6.48,54.97,watermelon
88.6,12.72,48.39,29.75,92.7,6.46,61.42,watermelon
109.44,11.38,64.32,30.57,87.04,6.19,43.77,watermelon
85.54,17.48,54.39,30.26,92.46,6.6,60.59,watermelon
80.73,13.12,57.76,24.07,85.33,6.85,60.52,watermelon
90.61,16.88,60.85,26.45,85.36,6.93,50.36,watermelon
84.26,14.92,60.37,25.77,87.69,6.24,69.75,watermelon
87.9,15.76,63.51,25.18,94.71,6.95,66.54,watermelon
88.58,16.34,60.22,31.89,86.8,6.77,50.16,watermelon
87.03,14.21,60.88,27.72,90.38,7.0,51.97,watermelon
104.62,13.65,52.86,29.57,94.38,6.54,63.05,watermelon
83.57,12.11,55.04,24.16,87.53,6.52,40.45,watermelon
90.58,15.14,56.46,31.41,91.45,6.41,67.91,watermelon
111.4,17.0,47.62,29.41,93.6,6.79,31.08,muskmelon
105.01,24.86,55.67,24.9,96.28,6.25,31.66,muskmelon
118.28,21.97,56.92,27.68,91.64,6.35,29.55,muskmelon
110.05,21.79,48.97,27.95,95.92,6.48,28.05,muskmelon
110.85,21.61,53.19,31.16,89.63,7.0,21.78,muskmelon
80.6,23.9,49.9,29.84,96.11,6.86,34.87,muskmelon
91.76,22.1,47.31,27.25,96.48,6.37,28.87,muskmelon
100.15,21.46,64.46,24.45,93.74,6.86,27.22,muskmelon
83.14,20.61,51.64,25.24,96.49,6.52,34.0,muskmelon
112.24,21.93,45.1,27.42,89.97,6.91,22.62,muskmelon
91.44,20.17,50.27,25.68,93.99,6.09,20.87,muskmelon
94.89,22.21,56.1,27.38,93.66,6.37,34.04,muskmelon
82.2,21.73,62.83,30.43,89.84,6.3,30.76,muskmelon
83.37,23.12,59.38,29.84,89.0,6.72,30.2,muskmelon
113.24,15.42,45.46,26.98,89.49,6.56,33.76,muskmelon
95.66,23.45,45.0,25.35,88.3,6.33,33.62,muskmelon
83.88,21.06,54.03,31.51,89.23,6.21,20.44,muskmelon
97.36,17.78,62.4,28.84,94.14,6.53,21.38,muskmelon
97.8,25.0,61.7,31.15,96.23,6.1,23.41,muskmelon
80.12,18.04,47.17,27.78,94.77,6.87,31.24,muskmelon
117.54,15.54,45.24,29.29,90.89,6.25,24.96,muskmelon
90.79,20.11,53.8,28.1,94.73,6.39,23.77,muskmelon
86.65,18.49,59.84,30.05,94.67,6.23,28.82,muskmelon
102.83,19.84,56.0,27.93,93.65,6.72,21.64,muskmelon
109.99,16.36,46.33,31.81,97.57,6.06,26.65,muskmelon
87.45,19.85,61.6,31.6,94.34,6.35,29.05,muskmelon
92.48,24.1,62.41,28.47,91.25,6.29,20.5,muskmelon
112.63,19.5,51.5,27.77,96.19,6.12,32.86,muskmelon
115.9,24.47,52.95,25.74,91.74,6.33,22.64,muskmelon
104.29,19.77,62.31,24.26,94.44,6.76,31.39,muskmelon
115.44,22.29,63.56,26.66,93.03,6.01,20.1,muskmelon
89.61,16.01,50.2,25.42,88.29,6.91,20.12,muskmelon
109.44,16.52,63.24,31.14,94.54,6.67,20.08,muskmelon
119.39,23.78,62.9,29.27,91.45,6.89,24.37,muskmelon
102.51,16.0,63.44,25.13,90.25,6.56,31.46,muskmelon
104.77,17.32,45.02,30.06,97.85,6.81,26.9,muskmelon
116.15,19.1,55.5,27.82,92.48,6.78,27.9,muskmelon
92.67,17.58,45.75,28.67,90.3,6.15,29.81,muskmelon
107.25,22.52,55.07,31.15,97.36,6.81,29.53,muskmelon
92.15,24.83,50.48,25.62,92.42,6.06,34.68,muskmelon
103.54,20.57,58.12,27.98,88.32,6.61,30.74,muskmelon
96.67,22.57,49.54,25.77,89.61,6.37,32.71,muskmelon
113.12,18.83,56.78,29.77,90.41,6.17,34.58,muskmelon
104.7,24.81,51.76,29.62,90.23,6.26,27.68,muskmelon
92.78,16.68,50.26,24.29,95.04,6.49,21.41,muskmelon
86.87,16.03,57.25,24.75,95.54,6.02,23.74,muskmelon
115.63,22.19,46.46,30.57,92.93,6.85,29.01,muskmelon
107.27,24.94,49.65,28.99,92.6,6.04,20.22,muskmelon
84.77,21.49,56.34,28.43,88.32,6.47,33.87,muskmelon
95.9,21.25,60.6,30.27,93.19,6.86,25.87,muskmelon
115.55,17.4,50.6,24.42,95.96,6.42,23.44,muskmelon
89.27,24.01,61.68,28.43,94.16,6.47,25.87,muskmelon
116.62,16.26,53.37,26.76,92.98,6.46,27.78,muskmelon
85.6,20.13,49.85,25.47,88.65,6.76,26.41,muskmelon
105.07,22.28,58.59,27.76,91.88,6.38,29.6,muskmelon
99.79,23.49,62.49,25.36,89.36,6.63,24.52,muskmelon
80.74,23.89,49.54,31.43,95.17,6.76,23.02,muskmelon
89.37,20.21,48.44,26.44,91.21,6.16,23.08,muskmelon
111.54,16.67,45.57,29.03,97.76,6.33,21.78,muskmelon
102.82,24.06,60.68,28.98,91.15,6.54,21.37,muskmelon
107.16,22.25,64.3,26.08,88.18,6.55,30.6,muskmelon
111.62,16.94,50.24,28.1,91.31,6.86,27.11,muskmelon
111.98,20.81,60.46,26.66,96.31,6.27,28.19,muskmelon
88.56,19.76,51.36,26.13,97.67,6.16,31.81,muskmelon
119.37,15.2,58.98,26.02,88.4,6.4,34.03,muskmelon
80.47,20.88,55.03,30.99,88.84,6.68,30.2,muskmelon
106.76,24.42,61.46,24.34,92.71,6.4,24.65,muskmelon
98.05,18.84,53.65,31.83,88.89,6.92,27.2,muskmelon
104.95,23.3,52.21,27.44,92.1,6.37,33.88,muskmelon
113.16,16.09,47.16,27.42,88.99,6.62,22.16,muskmelon
100.89,15.07,51.33,29.42,92.84,6.98,33.11,muskmelon
94.36,15.45,61.91,31.29,96.21,6.13,34.97,muskmelon
90.34,22.24,63.16,25.89,97.08,6.31,34.65,muskmelon
91.25,24.53,46.07,29.67,93.32,6.48,23.35,muskmelon
108.22,16.91,56.06,26.03,97.56,6.03,23.0,muskmelon
89.69,19.14,49.65,27.93,96.72,6.71,28.7,muskmelon
83.56,21.94,48.33,30.29,90.5,6.42,25.26,muskmelon
114.35,16.27,56.31,25.14,95.05,6.91,26.52,muskmelon
99.52,24.27,55.42,27.9,93.78,6.69,21.6,muskmelon
112.84,19.36,46.45,30.29,91.77,6.1,29.51,muskmelon
115.21,23.88,64.15,30.94,88.02,6.38,32.28,muskmelon
94.65,21.02,57.13,26.92,97.04,6.5,26.97,muskmelon
119.9,19.94,48.57,28.1,96.14,6.78,31.83,muskmelon
108.32,17.54,62.24,31.15,89.94,6.13,34.63,muskmelon
114.73,23.93,62.73,28.33,94.46,6.55,20.77,muskmelon
109.82,20.05,57.95,28.02,92.92,6.17,24.18,muskmelon
86.35,16.96,64.46,25.22,90.69,6.59,29.15,muskmelon
86.16,22.94,60.7,25.9,90.89,6.94,32.39,muskmelon
107.91,15.82,53.37,28.47,89.87,6.45,29.02,muskmelon
93.1,22.81,61.81,26.59,96.39,6.1,32.57,muskmelon
86.11,15.83,57.84,27.78,97.08,6.36,24.31,muskmelon
100.03,19.56,51.89,29.55,95.6,6.85,34.59,muskmelon
90.67,22.16,52.89,29.42,92.76,6.99,30.93,muskmelon
118.1,23.35,63.06,30.52,92.59,6.25,25.55,muskmelon
80.81,20.24,55.1,28.2,97.74,6.91,22.43,muskmelon
94.76,19.24,52.21,30.39,93.24,6.57,32.8,muskmelon
112.24,16.32,59.28,27.48,90.95,6.05,27.31,muskmelon
94.22,17.52,58.89,30.16,90.45,6.05,32.73,muskmelon
80.4,24.37,57.55,26.57,90.46,6.01,23.53,muskmelon
85.51,21.12,48.33,28.23,93.9,6.3,20.53,muskmelon
0.75,120.79,217.17,18.18,93.98,5.93,128.12,apple
10.26,141.39,203.21,16.22,92.78,5.83,127.7,apple
12.94,134.82,213.61,20.44,93.7,6.21,131.37,apple
13.58,146.21,207.97,19.13,93.82,6.08,112.84,apple
17.84,120.92,217.45,22.59,94.77,5.55,133.87,apple
8.56,129.92,197.71,20.63,92.4,5.6,134.5,apple
14.76,143.02,222.16,19.09,94.77,6.37,121.86,apple
3.19,133.06,207.06,20.76,92.92,6.25,130.4,apple
2.1,145.75,204.29,24.71,90.59,6.46,113.64,apple
4.62,121.4,216.15,23.5,92.17,6.43,133.61,apple
12.6,145.36,203.9,18.54,94.53,6.4,149.06,apple
18.04,123.82,219.71,19.1,94.95,5.97,132.15,apple
10.6,129.65,197.25,23.96,94.01,5.64,141.07,apple
12.52,132.27,202.62,23.6,93.5,6.05,134.38,apple
1.82,134.22,200.81,17.08,93.31,6.41,126.15,apple
4.15,139.46,221.14,22.48,94.34,6.04,140.08,apple
2.8,130.45,206.69,20.11,94.65,6.37,115.38,apple
3.46,130.73,203.72,21.15,94.51,6.46,136.14,apple
16.76,135.76,201.25,20.25,92.78,6.24,118.8,apple
7.37,130.92,223.78,19.44,93.78,6.25,120.62,apple
11.44,146.83,209.26,24.45,91.07,5.57,145.66,apple
16.95,149.78,215.38,24.37,94.13,6.34,132.77,apple
7.65,148.04,207.96,20.39,92.23,6.06,128.82,apple
0.96,146.46,208.33,20.89,90.7,5.5,119.81,apple
14.09,122.98,222.27,17.15,91.02,5.68,110.56,apple
15.44,146.25,213.42,16.88,91.43,5.98,148.17,apple
4.95,141.95,208.18,17.98,92.28,5.57,141.95,apple
4.87,141.76,197.05,24.55,90.97,6.38,142.38,apple
19.36,134.34,216.82,18.71,90.92,5.94,116.63,apple
19.64,122.89,212.68,21.26,92.69,6.16,114.65,apple
11.1,128.62,223.21,22.62,94.86,5.54,121.41,apple
3.91,120.33,202.27,21.79,91.16,6.01,145.51,apple
13.88,131.84,206.17,19.56,90.89,6.13,124.57,apple
17.05,142.7,213.32,18.64,91.05,6.28,129.46,apple
4.5,125.86,199.96,22.77,91.14,6.03,128.06,apple
11.59,146.31,221.03,19.51,90.08,5.93,134.25,apple
11.16,139.54,199.62,21.47,90.91,6.25,123.56,apple
14.2,121.44,207.24,22.05,91.13,6.3,135.23,apple
11.75,130.61,209.47,20.97,92.36,6.2,127.35,apple
4.05,126.42,195.17,18.01,93.74,6.29,118.1,apple
19.18,135.07,222.51,22.07,93.61,5.59,118.8,apple
0.18,141.48,205.33,22.87,91.69,6.32,115.23,apple
3.47,130.23,207.25,18.49,93.82,5.6,124.05,apple
16.74,122.0,223.27,24.86,90.44,5.79,124.9,apple
15.53,137.88,214.33,22.58,90.59,6.33,138.22,apple
11.55,146.69,216.01,17.02,92.15,5.99,112.21,apple
19.09,123.86,215.92,20.06,90.13,6.42,144.07,apple
10.49,126.87,198.65,18.63,91.28,6.01,148.66,apple
11.5,146.7,214.53,19.75,94.27,5.97,144.75,apple
5.83,123.86,220.66,20.87,94.45,6.44,112.15,apple
10.02,131.25,213.78,22.94,91.4,6.06,138.35,apple
2.69,144.42,213.18,24.5,91.7,5.61,130.26,apple
1.72,149.09,196.16,22.54,92.63,5.87,112.63,apple
12.44,137.56,203.43,24.1,91.52,5.95,131.75,apple
2.0,147.96,206.24,15.81,91.94,6.1,130.55,apple
13.89,121.66,203.54,23.19,90.4,6.36,113.68,apple
16.69,130.82,213.37,16.53,90.33,5.72,115.11,apple
6.25,135.43,212.66,22.9,93.28,6.11,126.47,apple
9.48,132.44,220.26,17.3,90.03,6.15,118.1,apple
17.8,145.77,197.3,16.06,92.48,6.11,121.0,apple
14.34,137.85,204.74,15.25,93.75,5.71,143.38,apple
8.41,137.31,221.19,23.64,91.86,5.71,141.01,apple
8.66,125.76,222.13,16.98,90.13,5.52,134.89,apple
13.23,129.33,204.6,18.39,93.4,5.56,147.16,apple
4.45,149.99,200.15,22.72,91.12,5.58,145.0,apple
17.18,132.11,216.07,20.57,94.26,5.82,130.95,apple
9.71,130.62,221.74,16.66,90.75,6.08,136.3,apple
3.89,131.72,223.4,17.47,93.34,6.24,127.93,apple
18.75,142.1,208.74,20.69,93.46,6.09,145.15,apple
7.14,129.0,201.42,15.38,90.22,6.37,137.14,apple
13.21,138.44,220.48,19.8,94.35,5.86,147.07,apple
13.97,127.72,211.92,20.33,90.69,6.09,122.59,apple
1.05,148.46,214.24,23.77,93.38,5.86,130.51,apple
13.51,148.81,202.61,23.75,94.62,6.17,147.25,apple
7.96,148.59,216.08,15.42,94.53,5.98,128.41,apple
11.33,124.48,209.07,23.31,90.08,5.77,110.1,apple
8.31,141.85,218.96,24.45,93.04,5.75,146.97,apple
15.51,137.23,215.87,24.24,93.56,5.87,138.52,apple
0.81,131.59,207.19,16.67,90.12,5.63,136.18,apple
16.05,149.65,205.39,20.99,94.69,5.67,138.71,apple
15.1,122.67,220.84,23.13,90.17,5.59,111.97,apple
6.69,135.28,210.97,17.68,94.56,5.87,111.82,apple
6.0,135.93,207.25,17.74,90.66,6.32,149.85,apple
6.59,131.45,213.54,22.18,91.96,6.4,132.4,apple
9.01,139.4,223.58,22.95,90.2,5.83,128.82,apple
6.29,141.01,219.79,22.31,94.95,5.77,145.0,apple
15.33,130.87,217.02,16.04,93.95,6.03,121.69,apple
13.12,139.25,201.28,15.3,92.17,6.07,145.06,apple
18.56,135.86,217.61,19.39,93.73,5.7,124.84,apple
12.68,120.54,216.67,23.36,92.0,5.95,144.05,apple
15.51,128.64,204.72,21.79,92.82,5.66,122.4,apple
18.0,140.65,224.58,22.67,94.71,5.72,140.86,apple
0.4,140.12,209.08,18.47,94.31,6.35,110.89,apple
12.19,131.03,207.47,23.32,91.55,6.44,117.19,apple
13.25,140.16,202.57,18.25,94.17,6.26,123.16,apple
10.68,121.85,201.26,19.86,90.43,6.34,138.72,apple
18.87,140.8,223.21,20.55,93.0,6.48,135.69,apple
0.62,141.71,222.16,22.96,92.92,6.17,149.61,apple
1.81,140.02,203.5,21.4,93.04,5.65,118.27,apple
12.43,123.85,202.96,23.35,91.64,5.99,147.65,apple
4.54,13.9,14.1,17.55,97.21,7.37,115.53,orange
4.57,10.25,10.76,11.42,95.68,6.99,100.88,orange
16.73,12.49,11.48,16.68,93.44,6.66,101.31,orange
8.03,17.65,18.73,14.13,93.39,7.05,118.86,orange
5.34,14.4,16.94,16.1,90.88,6.94,103.73,orange
10.2,15.29,18.14,14.62,92.24,6.35,117.49,orange
3.42,14.26,7.81,17.73,93.79,6.53,107.22,orange
17.04,15.54,15.77,18.97,97.21,6.49,119.05,orange
0.5,13.77,18.44,12.75,92.18,6.45,112.25,orange
8.77,17.27,18.42,16.74,91.64,7.4,105.29,orange
3.0,10.9,13.45,11.14,91.11,6.45,105.63,orange
12.08,18.17,16.42,12.62,91.96,7.45,100.16,orange
17.59,12.0,19.21,13.42,93.52,7.06,111.75,orange
6.36,15.54,15.96,10.42,90.09,6.69,102.64,orange
13.29,12.14,11.49,11.98,94.39,6.17,100.46,orange
1.02,19.54,7.13,17.08,90.54,6.16,110.18,orange
9.3,19.52,19.17,17.8,94.82,6.68,107.12,orange
18.94,16.03,13.69,12.32,90.37,7.42,106.27,orange
8.85,11.15,17.55,10.28,96.67,6.21,117.73,orange
14.6,11.65,13.49,13.13,91.43,7.29,108.07,orange
7.97,11.7,10.75,18.72,92.91,7.43,118.93,orange
2.9,11.77,17.94,13.93,90.03,6.41,111.95,orange
15.99,11.33,6.66,19.22,96.01,6.88,115.38,orange
8.58,17.58,10.58,12.44,95.83,6.63,119.63,orange
6.99,19.22,18.99,12.42,96.39,6.65,118.35,orange
9.0,17.44,12.0,12.28,91.59,6.64,115.11,orange
12.1,16.89,9.23,14.81,90.36,7.23,119.8,orange
8.14,10.11,7.55,16.53,94.9,7.18,105.08,orange
15.27,16.88,9.84,15.45,91.18,6.68,117.62,orange
8.42,18.4,13.85,11.92,94.65,6.76,107.97,orange
2.39,14.17,6.09,10.99,93.33,6.46,118.51,orange
7.51,17.58,12.95,17.04,92.08,7.41,110.6,orange
16.63,13.65,6.5,16.74,90.06,6.71,103.86,orange
12.55,19.79,11.97,18.17,94.06,6.74,118.61,orange
17.8,17.86,9.44,15.45,91.79,6.67,109.68,orange
16.63,18.96,11.22,10.18,96.89,6.26,112.44,orange
0.5,14.0,19.79,11.01,93.39,6.46,118.1,orange
17.39,12.38,6.22,16.27,92.69,7.01,100.64,orange
2.67,16.86,8.19,18.58,90.47,6.32,119.97,orange
8.66,17.03,7.74,16.1,95.81,6.47,116.58,orange
12.07,13.89,13.36,15.77,91.32,6.6,106.87,orange
8.02,17.61,12.24,19.4,92.35,6.62,115.74,orange
10.92,15.47,5.8,13.99,92.17,7.5,106.17,orange
17.69,16.76,10.11,15.44,96.72,7.33,103.21,orange
6.79,13.35,5.63,15.98,96.84,6.57,114.8,orange
12.55,13.76,7.12,17.09,96.84,7.03,100.36,orange
4.32,10.69,13.56,17.56,90.88,7.26,111.11,orange
13.8,19.71,6.26,19.01,91.01,6.59,117.03,orange
18.13,15.06,13.91,17.08,96.66,6.18,116.2,orange
9.63,14.51,11.36,15.09,97.56,6.82,119.06,orange
3.61,17.24,17.18,16.79,94.86,6.85,117.22,orange
16.43,11.22,17.73,14.14,92.03,7.3,108.64,orange
16.17,12.63,5.06,14.95,90.8,7.13,105.52,orange
8.87,10.87,9.3,17.81,91.21,6.97,118.35,orange
13.6,18.11,6.63,12.51,97.16,7.07,112.79,orange
13.28,14.14,5.67,17.84,95.43,6.71,118.0,orange
6.72,12.94,18.09,17.97,94.12,6.2,104.3,orange
13.12,13.85,17.55,19.5,96.45,6.57,115.77,orange
7.03,11.67,5.5,13.86,97.23,6.36,104.13,orange
19.4,10.25,16.79,13.21,90.3,7.38,102.79,orange
11.04,12.74,5.98,10.5,90.92,6.11,115.21,orange
9.71,13.43,11.28,19.29,97.29,7.07,117.69,orange
6.39,13.81,14.21,16.24,93.85,6.6,119.72,orange
16.42,14.35,15.91,12.7,90.8,6.53,108.06,orange
0.33,18.15,10.39,15.8,90.59,6.26,117.79,orange
12.17,19.5,19.98,13.72,92.39,7.29,119.97,orange
12.59,17.95,16.73,13.55,94.59,7.25,113.76,orange
0.42,13.37,7.17,12.33,97.24,6.06,104.4,orange
6.19,16.17,13.01,12.18,91.31,6.36,110.05,orange
5.42,19.48,11.96,10.59,95.83,6.49,113.07,orange
5.59,15.71,16.58,19.28,92.09,6.5,109.29,orange
18.54,19.01,6.35,11.32,93.96,6.16,106.91,orange
2.97,16.36,19.24,19.97,93.0,6.9,117.13,orange
2.35,16.9,11.13,12.06,93.22,6.11,113.91,orange
5.05,13.11,6.82,18.65,93.95,6.86,111.39,orange
8.21,11.93,16.18,11.27,90.83,7.07,104.18,orange
6.14,14.75,11.74,17.09,94.99,6.97,114.28,orange
5.85,13.22,11.57,13.07,97.88,7.22,103.29,orange
0.11,10.43,8.66,11.14,94.27,7.29,114.74,orange
4.31,13.99,12.62,18.1,96.71,7.36,110.18,orange
13.89,11.12,13.48,12.49,93.45,6.95,105.14,orange
1.04,10.1,5.33,10.08,90.88,6.36,104.42,orange
19.74,13.06,6.91,15.46,96.86,7.02,105.92,orange
11.23,17.15,15.92,16.67,96.97,7.31,111.58,orange
8.6,16.42,17.27,10.06,97.94,6.27,109.4,orange
17.44,12.25,12.15,11.33,93.16,6.27,107.27,orange
7.47,19.93,19.92,11.15,95.81,6.08,100.6,orange
2.11,19.65,19.11,11.94,91.29,6.36,110.31,orange
11.39,12.22,16.35,13.1,97.38,6.99,108.73,orange
15.8,18.18,9.36,13.4,97.49,6.25,100.84,orange
9.08,18.01,16.58,19.2,94.27,6.15,111.77,orange
15.57,10.93,7.59,10.12,94.75,7.33,113.41,orange
19.64,10.63,18.55,18.14,92.51,7.46,105.76,orange
17.79,18.81,16.36,15.63,90.96,6.8,107.14,orange
15.84,17.58,18.66,10.15,96.47,7.41,115.79,orange
2.6,10.81,5.31,16.29,95.04,7.48,107.96,orange
6.64,16.24,17.38,19.37,96.42,6.64,112.7,orange
17.13,14.91,8.25,11.7,90.0,7.08,102.22,orange
4.88,12.98,13.41,13.98,95.4,6.08,102.48,orange
9.98,13.37,9.44,10.67,97.17,7.04,102.43,orange
41.3,69.5,58.62,35.01,92.02,6.76,164.0,papaya
49.56,58.6,45.22,41.12,91.03,6.2,170.98,papaya
58.3,69.78,62.48,41.97,87.45,6.84,166.15,papaya
44.62,51.97,64.59,33.55,93.71,6.0,126.05,papaya
49.32,54.77,58.8,36.79,85.77,6.16,144.4,papaya
43.71,65.84,53.32,31.12,89.84,6.09,131.45,papaya
44.79,67.19,63.49,39.92,88.34,6.27,152.46,papaya
54.44,69.87,47.63,30.59,91.94,6.83,167.32,papaya
53.57,69.08,55.22,40.97,94.68,6.85,140.49,papaya
43.92,60.96,54.06,40.53,86.0,6.26,162.59,papaya
